split,role,wav,activity,sess,idx,node
test,others,CR_lounge_200110_1711.s300_chunk38.16kHz.wav,c,200110_1711,38,refined
test,others,CR_lounge_200110_1711.s0_chunk38.16kHz.wav,cp,200110_1711,38,raw
test,others,CR_lounge_200110_1711.s300_chunk39.16kHz.wav,c,200110_1711,39,refined
test,others,CR_lounge_200110_1711.s0_chunk39.16kHz.wav,bc,200110_1711,39,refined
test,others,CR_lounge_200110_1711.s300_chunk40.16kHz.wav,c,200110_1711,40,raw
test,others,CR_lounge_200110_1711.s0_chunk40.16kHz.wav,bc,200110_1711,40,raw
test,others,CR_lounge_200110_1711.s300_chunk41.16kHz.wav,c,200110_1711,41,refined
test,others,CR_lounge_200110_1711.s0_chunk41.16kHz.wav,c,200110_1711,41,raw
test,others,CR_lounge_200110_1711.s300_chunk42.16kHz.wav,cp,200110_1711,42,refined
test,others,CR_lounge_200110_1711.s0_chunk42.16kHz.wav,c,200110_1711,42,raw
test,others,CR_lounge_200110_1711.s0_chunk43.16kHz.wav,bc,200110_1711,43,refined
test,others,CR_lounge_200110_1711.s300_chunk43.16kHz.wav,cp,200110_1711,43,raw
test,others,CR_lounge_200110_1711.s0_chunk44.16kHz.wav,bc,200110_1711,44,refined
test,others,CR_lounge_200110_1711.s300_chunk44.16kHz.wav,cp,200110_1711,44,raw
test,others,CR_lounge_200110_1711.s300_chunk45.16kHz.wav,c,200110_1711,45,refined
test,others,CR_lounge_200110_1711.s0_chunk45.16kHz.wav,bc,200110_1711,45,refined
test,others,CR_lounge_200110_1711.s300_chunk46.16kHz.wav,c,200110_1711,46,refined
test,others,CR_lounge_200110_1711.s0_chunk46.16kHz.wav,cp,200110_1711,46,raw
test,others,CR_lounge_200110_1711.s0_chunk47.16kHz.wav,cp,200110_1711,47,raw
test,others,CR_lounge_200110_1711.s0_chunk48.16kHz.wav,bcp,200110_1711,48,refined
test,others,CR_lounge_200110_1711.s300_chunk48.16kHz.wav,p,200110_1711,48,raw
test,others,CR_lounge_200110_1711.s300_chunk49.16kHz.wav,cp,200110_1711,49,raw
test,others,CR_lounge_200110_1711.s0_chunk49.16kHz.wav,p,200110_1711,49,raw
test,others,CR_lounge_200110_1711.s300_chunk50.16kHz.wav,co,200110_1711,50,raw
test,others,CR_lounge_200110_1711.s0_chunk50.16kHz.wav,bc,200110_1711,50,raw
test,others,CR_lounge_200110_1711.s300_chunk51.16kHz.wav,c,200110_1711,51,raw
test,others,CR_lounge_200110_1711.s0_chunk51.16kHz.wav,cp,200110_1711,51,raw
test,others,CR_lounge_200110_1711.s0_chunk52.16kHz.wav,bcp,200110_1711,52,refined
test,others,CR_lounge_200110_1711.s300_chunk52.16kHz.wav,cp,200110_1711,52,raw
test,others,CR_lounge_200110_1711.s300_chunk53.16kHz.wav,c,200110_1711,53,refined
test,others,CR_lounge_200110_1711.s0_chunk53.16kHz.wav,bp,200110_1711,53,raw
test,others,CR_lounge_200110_1711.s300_chunk54.16kHz.wav,co,200110_1711,54,raw
test,others,CR_lounge_200110_1711.s0_chunk54.16kHz.wav,bc,200110_1711,54,raw
test,others,CR_lounge_200110_1711.s0_chunk55.16kHz.wav,bc,200110_1711,55,refined
test,others,CR_lounge_200110_1711.s300_chunk55.16kHz.wav,cp,200110_1711,55,raw
test,others,CR_lounge_200110_1711.s0_chunk56.16kHz.wav,bcp,200110_1711,56,refined
test,others,CR_lounge_200110_1711.s300_chunk56.16kHz.wav,cp,200110_1711,56,raw
test,others,CR_lounge_200110_1711.s0_chunk57.16kHz.wav,bcp,200110_1711,57,refined
test,others,CR_lounge_200110_1711.s300_chunk57.16kHz.wav,cp,200110_1711,57,raw
test,others,CR_lounge_200110_1711.s300_chunk58.16kHz.wav,cp,200110_1711,58,raw
test,others,CR_lounge_200110_1711.s0_chunk58.16kHz.wav,b,200110_1711,58,raw
test,others,CR_lounge_200110_1711.s300_chunk59.16kHz.wav,cp,200110_1711,59,raw
test,others,CR_lounge_200110_1711.s0_chunk59.16kHz.wav,bc,200110_1711,59,raw
test,others,CR_lounge_200110_1711.s300_chunk60.16kHz.wav,c,200110_1711,60,raw
test,others,CR_lounge_200110_1711.s0_chunk60.16kHz.wav,op,200110_1711,60,raw
test,others,CR_lounge_200110_1711.s300_chunk61.16kHz.wav,cp,200110_1711,61,raw
test,others,CR_lounge_200110_1711.s0_chunk61.16kHz.wav,bp,200110_1711,61,raw
test,others,CR_lounge_200110_1711.s300_chunk62.16kHz.wav,cp,200110_1711,62,refined
test,others,CR_lounge_200110_1711.s0_chunk62.16kHz.wav,p,200110_1711,62,raw
test,others,CR_lounge_200110_1711.s300_chunk63.16kHz.wav,cp,200110_1711,63,raw
test,others,CR_lounge_200110_1711.s0_chunk63.16kHz.wav,p,200110_1711,63,raw
test,others,CR_lounge_200110_1711.s300_chunk64.16kHz.wav,cp,200110_1711,64,raw
test,others,CR_lounge_200110_1711.s300_chunk65.16kHz.wav,cfp,200110_1711,65,raw
test,others,CR_lounge_200110_1711.s0_chunk65.16kHz.wav,p,200110_1711,65,raw
test,others,CR_lounge_200110_1711.s0_chunk66.16kHz.wav,p,200110_1711,66,refined
test,others,CR_lounge_200110_1711.s300_chunk66.16kHz.wav,cfp,200110_1711,66,raw
test,others,CR_lounge_200110_1711.s300_chunk67.16kHz.wav,cf,200110_1711,67,refined
test,others,CR_lounge_200110_1711.s0_chunk67.16kHz.wav,op,200110_1711,67,refined
test,others,CR_lounge_200110_1711.s300_chunk68.16kHz.wav,cfp,200110_1711,68,refined
test,others,CR_lounge_200110_1711.s300_chunk69.16kHz.wav,cfp,200110_1711,69,refined
test,others,CR_lounge_200110_1711.s300_chunk70.16kHz.wav,cp,200110_1711,70,raw
test,others,CR_lounge_200110_1711.s0_chunk70.16kHz.wav,p,200110_1711,70,raw
test,others,CR_lounge_200110_1711.s300_chunk71.16kHz.wav,cp,200110_1711,71,raw
test,others,CR_lounge_200110_1711.s300_chunk72.16kHz.wav,cfp,200110_1711,72,refined
test,others,CR_lounge_200110_1711.s300_chunk73.16kHz.wav,cfop,200110_1711,73,refined
test,others,CR_lounge_200110_1711.s0_chunk73.16kHz.wav,p,200110_1711,73,refined
test,others,CR_lounge_200110_1711.s300_chunk74.16kHz.wav,cp,200110_1711,74,refined
test,others,CR_lounge_230110_1036.s3300_chunk0.16kHz.wav,p,230110_1036,0,refined
test,others,CR_lounge_230110_1036.s2700_chunk0.16kHz.wav,cp,230110_1036,0,raw
test,others,CR_lounge_230110_1036.s3000_chunk0.16kHz.wav,f,230110_1036,0,raw
test,others,CR_lounge_230110_1036.s2700_chunk1.16kHz.wav,cp,230110_1036,1,refined
test,others,CR_lounge_230110_1036.s3300_chunk1.16kHz.wav,fp,230110_1036,1,refined
test,others,CR_lounge_230110_1036.s3000_chunk1.16kHz.wav,bp,230110_1036,1,raw
test,others,CR_lounge_230110_1036.s3000_chunk2.16kHz.wav,b,230110_1036,2,refined
test,others,CR_lounge_230110_1036.s2700_chunk2.16kHz.wav,cf,230110_1036,2,raw
test,others,CR_lounge_230110_1036.s3300_chunk2.16kHz.wav,p,230110_1036,2,raw
test,others,CR_lounge_230110_1036.s3000_chunk3.16kHz.wav,b,230110_1036,3,refined
test,others,CR_lounge_230110_1036.s2700_chunk3.16kHz.wav,cp,230110_1036,3,raw
test,others,CR_lounge_230110_1036.s3300_chunk3.16kHz.wav,p,230110_1036,3,raw
test,others,CR_lounge_230110_1036.s2700_chunk4.16kHz.wav,cfp,230110_1036,4,refined
test,others,CR_lounge_230110_1036.s3300_chunk4.16kHz.wav,p,230110_1036,4,refined
test,others,CR_lounge_230110_1036.s3000_chunk4.16kHz.wav,bp,230110_1036,4,refined
test,others,CR_lounge_230110_1036.s3000_chunk5.16kHz.wav,b,230110_1036,5,refined
test,others,CR_lounge_230110_1036.s2700_chunk5.16kHz.wav,cfp,230110_1036,5,raw
test,others,CR_lounge_230110_1036.s3300_chunk5.16kHz.wav,bo,230110_1036,5,raw
test,others,CR_lounge_230110_1036.s2700_chunk6.16kHz.wav,cp,230110_1036,6,refined
test,others,CR_lounge_230110_1036.s3000_chunk6.16kHz.wav,b,230110_1036,6,refined
test,others,CR_lounge_230110_1036.s3300_chunk6.16kHz.wav,b,230110_1036,6,raw
test,others,CR_lounge_230110_1036.s2700_chunk7.16kHz.wav,cop,230110_1036,7,refined
test,others,CR_lounge_230110_1036.s3000_chunk7.16kHz.wav,b,230110_1036,7,refined
test,others,CR_lounge_230110_1036.s3300_chunk7.16kHz.wav,b,230110_1036,7,raw
test,others,CR_lounge_230110_1036.s3000_chunk8.16kHz.wav,b,230110_1036,8,refined
test,others,CR_lounge_230110_1036.s2700_chunk8.16kHz.wav,cop,230110_1036,8,raw
test,others,CR_lounge_230110_1036.s3300_chunk8.16kHz.wav,b,230110_1036,8,raw
test,others,CR_lounge_230110_1036.s3300_chunk9.16kHz.wav,b,230110_1036,9,refined
test,others,CR_lounge_230110_1036.s3000_chunk9.16kHz.wav,b,230110_1036,9,refined
test,others,CR_lounge_230110_1036.s2700_chunk9.16kHz.wav,cp,230110_1036,9,raw
test,others,CR_lounge_230110_1036.s3000_chunk10.16kHz.wav,bcp,230110_1036,10,refined
test,others,CR_lounge_230110_1036.s2700_chunk10.16kHz.wav,cp,230110_1036,10,raw
test,others,CR_lounge_230110_1036.s3300_chunk10.16kHz.wav,b,230110_1036,10,raw
test,others,CR_lounge_230110_1036.s3300_chunk11.16kHz.wav,b,230110_1036,11,refined
test,others,CR_lounge_230110_1036.s2700_chunk11.16kHz.wav,cp,230110_1036,11,raw
test,others,CR_lounge_230110_1036.s3000_chunk11.16kHz.wav,bcfp,230110_1036,11,raw
test,others,CR_lounge_230110_1036.s3000_chunk12.16kHz.wav,cp,230110_1036,12,refined
test,others,CR_lounge_230110_1036.s2700_chunk12.16kHz.wav,cp,230110_1036,12,raw
test,others,CR_lounge_230110_1036.s3300_chunk12.16kHz.wav,b,230110_1036,12,raw
test,others,CR_lounge_230110_1036.s3000_chunk13.16kHz.wav,cop,230110_1036,13,refined
test,others,CR_lounge_230110_1036.s2700_chunk13.16kHz.wav,cp,230110_1036,13,raw
test,others,CR_lounge_230110_1036.s3300_chunk13.16kHz.wav,b,230110_1036,13,raw
test,others,CR_lounge_230110_1036.s3000_chunk14.16kHz.wav,cfp,230110_1036,14,refined
test,others,CR_lounge_230110_1036.s2700_chunk14.16kHz.wav,cp,230110_1036,14,raw
test,others,CR_lounge_230110_1036.s3300_chunk14.16kHz.wav,bp,230110_1036,14,raw
test,others,CR_lounge_230110_1036.s2700_chunk15.16kHz.wav,cp,230110_1036,15,refined
test,others,CR_lounge_230110_1036.s3300_chunk15.16kHz.wav,b,230110_1036,15,refined
test,others,CR_lounge_230110_1036.s3000_chunk15.16kHz.wav,cfp,230110_1036,15,refined
test,others,CR_lounge_230110_1036.s2700_chunk16.16kHz.wav,bcp,230110_1036,16,refined
test,others,CR_lounge_230110_1036.s3300_chunk16.16kHz.wav,b,230110_1036,16,refined
test,others,CR_lounge_230110_1036.s3000_chunk16.16kHz.wav,fp,230110_1036,16,refined
test,others,CR_lounge_230110_1036.s2700_chunk17.16kHz.wav,b,230110_1036,17,refined
test,others,CR_lounge_230110_1036.s1500_chunk17.16kHz.wav,cp,230110_1036,17,refined
test,others,CR_lounge_230110_1036.s3300_chunk17.16kHz.wav,b,230110_1036,17,refined
test,others,CR_lounge_230110_1036.s3000_chunk17.16kHz.wav,fp,230110_1036,17,refined
test,others,CR_lounge_230110_1036.s2700_chunk18.16kHz.wav,b,230110_1036,18,refined
test,others,CR_lounge_230110_1036.s3300_chunk18.16kHz.wav,b,230110_1036,18,raw
test,others,CR_lounge_230110_1036.s3000_chunk18.16kHz.wav,fp,230110_1036,18,raw
test,others,CR_lounge_230110_1036.s2700_chunk19.16kHz.wav,bp,230110_1036,19,refined
test,others,CR_lounge_230110_1036.s3300_chunk19.16kHz.wav,b,230110_1036,19,refined
test,others,CR_lounge_230110_1036.s3000_chunk19.16kHz.wav,f,230110_1036,19,raw
test,others,CR_lounge_230110_1036.s3000_chunk20.16kHz.wav,cf,230110_1036,20,refined
test,others,CR_lounge_230110_1036.s2700_chunk20.16kHz.wav,bf,230110_1036,20,raw
test,others,CR_lounge_230110_1036.s3300_chunk20.16kHz.wav,b,230110_1036,20,raw
test,others,CR_lounge_230110_1036.s2700_chunk21.16kHz.wav,b,230110_1036,21,raw
test,others,CR_lounge_230110_1036.s3300_chunk21.16kHz.wav,bp,230110_1036,21,raw
test,others,CR_lounge_230110_1036.s3000_chunk21.16kHz.wav,c,230110_1036,21,raw
test,others,CR_lounge_230110_1036.s2700_chunk22.16kHz.wav,b,230110_1036,22,refined
test,others,CR_lounge_230110_1036.s3300_chunk22.16kHz.wav,b,230110_1036,22,raw
test,others,CR_lounge_230110_1036.s3000_chunk22.16kHz.wav,c,230110_1036,22,raw
test,others,CR_lounge_230110_1036.s2700_chunk23.16kHz.wav,b,230110_1036,23,refined
test,others,CR_lounge_230110_1036.s3000_chunk23.16kHz.wav,cf,230110_1036,23,refined
test,others,CR_lounge_230110_1036.s3300_chunk23.16kHz.wav,b,230110_1036,23,raw
test,others,CR_lounge_230110_1036.s3300_chunk24.16kHz.wav,b,230110_1036,24,refined
test,others,CR_lounge_230110_1036.s2700_chunk24.16kHz.wav,b,230110_1036,24,raw
test,others,CR_lounge_230110_1036.s3000_chunk24.16kHz.wav,cf,230110_1036,24,raw
test,others,CR_lounge_230110_1036.s3000_chunk25.16kHz.wav,cf,230110_1036,25,refined
test,others,CR_lounge_230110_1036.s2700_chunk25.16kHz.wav,bmp,230110_1036,25,raw
test,others,CR_lounge_230110_1036.s3300_chunk25.16kHz.wav,b,230110_1036,25,raw
test,others,CR_lounge_230110_1036.s2700_chunk26.16kHz.wav,bcm,230110_1036,26,refined
test,others,CR_lounge_230110_1036.s3000_chunk26.16kHz.wav,f,230110_1036,26,refined
test,others,CR_lounge_230110_1036.s3300_chunk26.16kHz.wav,b,230110_1036,26,raw
test,others,CR_lounge_230110_1036.s2700_chunk27.16kHz.wav,bcm,230110_1036,27,refined
test,others,CR_lounge_230110_1036.s3300_chunk27.16kHz.wav,b,230110_1036,27,refined
test,others,CR_lounge_230110_1036.s3000_chunk27.16kHz.wav,f,230110_1036,27,raw
test,others,CR_lounge_230110_1036.s2700_chunk28.16kHz.wav,bcf,230110_1036,28,refined
test,others,CR_lounge_230110_1036.s3300_chunk28.16kHz.wav,b,230110_1036,28,refined
test,others,CR_lounge_230110_1036.s3000_chunk28.16kHz.wav,o,230110_1036,28,raw
test,others,CR_lounge_230110_1036.s900_chunk29.16kHz.wav,c,230110_1036,29,refined
test,others,CR_lounge_230110_1036.s3000_chunk29.16kHz.wav,o,230110_1036,29,refined
test,others,CR_lounge_230110_1036.s2700_chunk29.16kHz.wav,bcm,230110_1036,29,raw
test,others,CR_lounge_230110_1036.s3300_chunk29.16kHz.wav,b,230110_1036,29,raw
test,others,CR_lounge_230110_1036.s2700_chunk30.16kHz.wav,cfmp,230110_1036,30,refined
test,others,CR_lounge_230110_1036.s3300_chunk30.16kHz.wav,b,230110_1036,30,refined
test,others,CR_lounge_230110_1036.s3000_chunk30.16kHz.wav,f,230110_1036,30,refined
test,others,CR_lounge_230110_1036.s3300_chunk31.16kHz.wav,b,230110_1036,31,refined
test,others,CR_lounge_230110_1036.s2700_chunk31.16kHz.wav,cfm,230110_1036,31,raw
test,others,CR_lounge_230110_1036.s2700_chunk32.16kHz.wav,cfp,230110_1036,32,refined
test,others,CR_lounge_230110_1036.s3300_chunk32.16kHz.wav,bp,230110_1036,32,refined
test,others,CR_lounge_230110_1036.s3000_chunk32.16kHz.wav,cf,230110_1036,32,raw
test,others,CR_lounge_230110_1036.s3300_chunk33.16kHz.wav,bf,230110_1036,33,refined
test,others,CR_lounge_230110_1036.s2700_chunk33.16kHz.wav,cfm,230110_1036,33,raw
test,others,CR_lounge_230110_1036.s3000_chunk33.16kHz.wav,cfp,230110_1036,33,raw
test,others,CR_lounge_230110_1036.s2700_chunk34.16kHz.wav,cf,230110_1036,34,raw
test,others,CR_lounge_230110_1036.s3300_chunk34.16kHz.wav,bf,230110_1036,34,raw
test,others,CR_lounge_230110_1036.s3000_chunk35.16kHz.wav,op,230110_1036,35,refined
test,others,CR_lounge_230110_1036.s2700_chunk35.16kHz.wav,cfp,230110_1036,35,raw
test,others,CR_lounge_230110_1036.s3300_chunk35.16kHz.wav,b,230110_1036,35,raw
test,others,CR_lounge_230110_1036.s3300_chunk36.16kHz.wav,bp,230110_1036,36,refined
test,others,CR_lounge_230110_1036.s2700_chunk36.16kHz.wav,cf,230110_1036,36,raw
test,others,CR_lounge_230110_1036.s900_chunk36.16kHz.wav,cmo,230110_1036,36,raw
test,others,CR_lounge_230110_1036.s3000_chunk36.16kHz.wav,p,230110_1036,36,raw
test,others,CR_lounge_230110_1036.s2700_chunk37.16kHz.wav,cf,230110_1036,37,refined
test,others,CR_lounge_230110_1036.s3300_chunk37.16kHz.wav,b,230110_1036,37,raw
test,others,CR_lounge_230110_1036.s3000_chunk37.16kHz.wav,cfo,230110_1036,37,raw
test,others,CR_lounge_230110_1036.s2700_chunk38.16kHz.wav,cf,230110_1036,38,refined
test,others,CR_lounge_230110_1036.s3300_chunk38.16kHz.wav,b,230110_1036,38,refined
test,others,CR_lounge_230110_1036.s3000_chunk38.16kHz.wav,o,230110_1036,38,raw
test,others,CR_lounge_230110_1036.s2700_chunk39.16kHz.wav,cf,230110_1036,39,refined
test,others,CR_lounge_230110_1036.s3300_chunk39.16kHz.wav,b,230110_1036,39,refined
test,others,CR_lounge_230110_1036.s3000_chunk39.16kHz.wav,op,230110_1036,39,refined
test,others,CR_lounge_230110_1036.s2700_chunk40.16kHz.wav,cf,230110_1036,40,refined
test,others,CR_lounge_230110_1036.s3300_chunk40.16kHz.wav,b,230110_1036,40,refined
test,others,CR_lounge_230110_1036.s3000_chunk40.16kHz.wav,fo,230110_1036,40,raw
test,others,CR_lounge_230110_1036.s2700_chunk41.16kHz.wav,cf,230110_1036,41,refined
test,others,CR_lounge_230110_1036.s3300_chunk41.16kHz.wav,b,230110_1036,41,refined
test,others,CR_lounge_230110_1036.s3000_chunk41.16kHz.wav,cop,230110_1036,41,refined
test,others,CR_lounge_230110_1036.s2700_chunk42.16kHz.wav,cf,230110_1036,42,refined
test,others,CR_lounge_230110_1036.s2400_chunk42.16kHz.wav,op,230110_1036,42,refined
test,others,CR_lounge_230110_1036.s3300_chunk42.16kHz.wav,b,230110_1036,42,refined
test,others,CR_lounge_230110_1036.s3000_chunk42.16kHz.wav,p,230110_1036,42,raw
test,others,CR_lounge_230110_1036.s2700_chunk43.16kHz.wav,cf,230110_1036,43,refined
test,others,CR_lounge_230110_1036.s2400_chunk43.16kHz.wav,op,230110_1036,43,refined
test,others,CR_lounge_230110_1036.s3000_chunk43.16kHz.wav,cfp,230110_1036,43,refined
test,others,CR_lounge_230110_1036.s3300_chunk43.16kHz.wav,b,230110_1036,43,raw
test,others,CR_lounge_230110_1036.s2700_chunk44.16kHz.wav,cf,230110_1036,44,refined
test,others,CR_lounge_230110_1036.s2400_chunk44.16kHz.wav,op,230110_1036,44,refined
test,others,CR_lounge_230110_1036.s3300_chunk44.16kHz.wav,b,230110_1036,44,refined
test,others,CR_lounge_230110_1036.s3000_chunk44.16kHz.wav,op,230110_1036,44,refined
test,others,CR_lounge_230110_1036.s2700_chunk45.16kHz.wav,cf,230110_1036,45,refined
test,others,CR_lounge_230110_1036.s3300_chunk45.16kHz.wav,b,230110_1036,45,refined
test,others,CR_lounge_230110_1036.s2400_chunk45.16kHz.wav,fp,230110_1036,45,raw
test,others,CR_lounge_230110_1036.s3000_chunk45.16kHz.wav,fp,230110_1036,45,raw
test,others,CR_lounge_230110_1036.s2700_chunk46.16kHz.wav,cf,230110_1036,46,refined
test,others,CR_lounge_230110_1036.s3300_chunk46.16kHz.wav,b,230110_1036,46,refined
test,others,CR_lounge_230110_1036.s3000_chunk46.16kHz.wav,f,230110_1036,46,refined
test,others,CR_lounge_230110_1036.s2400_chunk46.16kHz.wav,f,230110_1036,46,raw
test,others,CR_lounge_230110_1036.s2700_chunk47.16kHz.wav,cf,230110_1036,47,refined
test,others,CR_lounge_230110_1036.s2400_chunk47.16kHz.wav,fp,230110_1036,47,raw
test,others,CR_lounge_230110_1036.s3300_chunk47.16kHz.wav,bfp,230110_1036,47,raw
test,others,CR_lounge_230110_1036.s2700_chunk48.16kHz.wav,cf,230110_1036,48,refined
test,others,CR_lounge_230110_1036.s2400_chunk48.16kHz.wav,op,230110_1036,48,refined
test,others,CR_lounge_230110_1036.s3000_chunk48.16kHz.wav,cf,230110_1036,48,refined
test,others,CR_lounge_230110_1036.s3300_chunk48.16kHz.wav,p,230110_1036,48,raw
test,others,CR_lounge_230110_1036.s2700_chunk49.16kHz.wav,cf,230110_1036,49,refined
test,others,CR_lounge_230110_1036.s3300_chunk49.16kHz.wav,p,230110_1036,49,refined
test,others,CR_lounge_230110_1036.s3000_chunk49.16kHz.wav,fop,230110_1036,49,raw
test,others,CR_lounge_230110_1036.s2700_chunk50.16kHz.wav,cf,230110_1036,50,refined
test,others,CR_lounge_230110_1036.s3300_chunk50.16kHz.wav,op,230110_1036,50,refined
test,others,CR_lounge_230110_1036.s2400_chunk50.16kHz.wav,fp,230110_1036,50,raw
test,others,CR_lounge_230110_1036.s3000_chunk50.16kHz.wav,cfo,230110_1036,50,raw
test,others,CR_lounge_230110_1036.s2400_chunk51.16kHz.wav,fp,230110_1036,51,refined
test,others,CR_lounge_230110_1036.s3000_chunk51.16kHz.wav,op,230110_1036,51,refined
test,others,CR_lounge_230110_1036.s2700_chunk51.16kHz.wav,c,230110_1036,51,raw
test,others,CR_lounge_230110_1036.s2700_chunk52.16kHz.wav,cf,230110_1036,52,refined
test,others,CR_lounge_230110_1036.s2400_chunk52.16kHz.wav,cop,230110_1036,52,refined
test,others,CR_lounge_230110_1036.s3000_chunk52.16kHz.wav,fo,230110_1036,52,refined
test,others,CR_lounge_230110_1036.s2700_chunk53.16kHz.wav,f,230110_1036,53,refined
test,others,CR_lounge_230110_1036.s3000_chunk53.16kHz.wav,cfo,230110_1036,53,refined
test,others,CR_lounge_230110_1036.s3000_chunk54.16kHz.wav,cfo,230110_1036,54,refined
test,others,CR_lounge_230110_1036.s2400_chunk54.16kHz.wav,cp,230110_1036,54,raw
test,others,CR_lounge_230110_1036.s2700_chunk55.16kHz.wav,cf,230110_1036,55,refined
test,others,CR_lounge_230110_1036.s2400_chunk55.16kHz.wav,cop,230110_1036,55,refined
test,others,CR_lounge_230110_1036.s300_chunk55.16kHz.wav,cmo,230110_1036,55,raw
test,others,CR_lounge_230110_1036.s3000_chunk55.16kHz.wav,cf,230110_1036,55,raw
test,others,CR_lounge_230110_1036.s2700_chunk56.16kHz.wav,cfp,230110_1036,56,refined
test,others,CR_lounge_230110_1036.s2400_chunk56.16kHz.wav,cp,230110_1036,56,raw
test,others,CR_lounge_230110_1036.s3000_chunk56.16kHz.wav,cf,230110_1036,56,raw
test,others,CR_lounge_230110_1036.s2700_chunk57.16kHz.wav,cf,230110_1036,57,refined
