split,role,wav,activity,sess,idx,node
train,target,DevNode4_ex227_262.wav,watching_tv,227,262,4
train,target,DevNode1_ex227_267.wav,watching_tv,227,267,1
train,target,DevNode2_ex227_272.wav,watching_tv,227,272,2
train,target,DevNode3_ex227_277.wav,watching_tv,227,277,3
train,target,DevNode4_ex227_282.wav,watching_tv,227,282,4
train,target,DevNode1_ex227_287.wav,watching_tv,227,287,1
train,target,DevNode2_ex227_293.wav,watching_tv,227,293,2
train,target,DevNode3_ex227_298.wav,watching_tv,227,298,3
train,target,DevNode4_ex227_303.wav,watching_tv,227,303,4
train,target,DevNode1_ex227_308.wav,watching_tv,227,308,1
train,target,DevNode2_ex227_313.wav,watching_tv,227,313,2
train,target,DevNode3_ex227_318.wav,watching_tv,227,318,3
train,target,DevNode4_ex227_323.wav,watching_tv,227,323,4
train,target,DevNode1_ex227_328.wav,watching_tv,227,328,1
train,target,DevNode2_ex227_334.wav,watching_tv,227,334,2
train,target,DevNode3_ex227_339.wav,watching_tv,227,339,3
train,target,DevNode4_ex227_344.wav,watching_tv,227,344,4
train,target,DevNode1_ex227_349.wav,watching_tv,227,349,1
train,target,DevNode2_ex227_354.wav,watching_tv,227,354,2
train,target,DevNode3_ex227_359.wav,watching_tv,227,359,3
train,target,DevNode4_ex227_364.wav,watching_tv,227,364,4
train,target,DevNode1_ex227_369.wav,watching_tv,227,369,1
train,target,DevNode2_ex227_375.wav,watching_tv,227,375,2
train,target,DevNode3_ex227_380.wav,watching_tv,227,380,3
train,target,DevNode4_ex227_385.wav,watching_tv,227,385,4
train,target,DevNode1_ex227_390.wav,watching_tv,227,390,1
train,target,DevNode2_ex227_395.wav,watching_tv,227,395,2
train,target,DevNode3_ex227_400.wav,watching_tv,227,400,3
train,target,DevNode4_ex227_405.wav,watching_tv,227,405,4
train,target,DevNode1_ex227_410.wav,watching_tv,227,410,1
train,target,DevNode2_ex227_416.wav,watching_tv,227,416,2
train,target,DevNode3_ex227_421.wav,watching_tv,227,421,3
train,target,DevNode4_ex227_426.wav,watching_tv,227,426,4
train,target,DevNode1_ex227_431.wav,watching_tv,227,431,1
train,target,DevNode2_ex227_436.wav,watching_tv,227,436,2
train,target,DevNode3_ex227_441.wav,watching_tv,227,441,3
train,target,DevNode4_ex227_446.wav,watching_tv,227,446,4
train,target,DevNode1_ex227_451.wav,watching_tv,227,451,1
train,target,DevNode2_ex227_457.wav,watching_tv,227,457,2
train,target,DevNode3_ex227_462.wav,watching_tv,227,462,3
train,target,DevNode4_ex227_467.wav,watching_tv,227,467,4
train,target,DevNode1_ex227_472.wav,watching_tv,227,472,1
train,target,DevNode2_ex227_477.wav,watching_tv,227,477,2
train,target,DevNode3_ex227_482.wav,watching_tv,227,482,3
train,target,DevNode4_ex227_487.wav,watching_tv,227,487,4
train,target,DevNode1_ex227_492.wav,watching_tv,227,492,1
train,target,DevNode2_ex227_498.wav,watching_tv,227,498,2
train,target,DevNode3_ex227_503.wav,watching_tv,227,503,3
train,target,DevNode4_ex227_508.wav,watching_tv,227,508,4
train,target,DevNode1_ex227_513.wav,watching_tv,227,513,1
train,target,DevNode2_ex227_518.wav,watching_tv,227,518,2
train,target,DevNode3_ex227_523.wav,watching_tv,227,523,3
train,target,DevNode4_ex227_528.wav,watching_tv,227,528,4
train,target,DevNode1_ex227_533.wav,watching_tv,227,533,1
train,target,DevNode2_ex227_539.wav,watching_tv,227,539,2
train,target,DevNode3_ex227_544.wav,watching_tv,227,544,3
train,target,DevNode4_ex227_549.wav,watching_tv,227,549,4
train,target,DevNode1_ex227_554.wav,watching_tv,227,554,1
train,target,DevNode2_ex227_559.wav,watching_tv,227,559,2
train,target,DevNode3_ex227_564.wav,watching_tv,227,564,3
train,target,DevNode4_ex227_569.wav,watching_tv,227,569,4
train,target,DevNode1_ex227_574.wav,watching_tv,227,574,1
train,target,DevNode2_ex227_580.wav,watching_tv,227,580,2
train,target,DevNode3_ex227_585.wav,watching_tv,227,585,3
train,target,DevNode4_ex227_590.wav,watching_tv,227,590,4
train,target,DevNode1_ex227_595.wav,watching_tv,227,595,1
train,target,DevNode2_ex227_600.wav,watching_tv,227,600,2
train,target,DevNode3_ex227_605.wav,watching_tv,227,605,3
train,target,DevNode4_ex227_610.wav,watching_tv,227,610,4
train,target,DevNode1_ex227_615.wav,watching_tv,227,615,1
train,target,DevNode2_ex227_621.wav,watching_tv,227,621,2
train,target,DevNode3_ex227_626.wav,watching_tv,227,626,3
train,target,DevNode4_ex227_631.wav,watching_tv,227,631,4
train,target,DevNode1_ex227_636.wav,watching_tv,227,636,1
train,target,DevNode2_ex227_641.wav,watching_tv,227,641,2
train,target,DevNode3_ex227_646.wav,watching_tv,227,646,3
train,target,DevNode4_ex227_651.wav,watching_tv,227,651,4
train,target,DevNode1_ex227_656.wav,watching_tv,227,656,1
train,target,DevNode2_ex227_662.wav,watching_tv,227,662,2
train,target,DevNode3_ex227_667.wav,watching_tv,227,667,3
train,target,DevNode4_ex227_672.wav,watching_tv,227,672,4
train,target,DevNode1_ex227_677.wav,watching_tv,227,677,1
train,target,DevNode2_ex227_682.wav,watching_tv,227,682,2
train,target,DevNode3_ex227_687.wav,watching_tv,227,687,3
train,target,DevNode4_ex227_692.wav,watching_tv,227,692,4
train,target,DevNode1_ex227_697.wav,watching_tv,227,697,1
train,target,DevNode2_ex227_703.wav,watching_tv,227,703,2
train,target,DevNode3_ex227_708.wav,watching_tv,227,708,3
train,target,DevNode4_ex227_713.wav,watching_tv,227,713,4
train,target,DevNode1_ex227_718.wav,watching_tv,227,718,1
train,target,DevNode2_ex227_723.wav,watching_tv,227,723,2
train,target,DevNode3_ex227_728.wav,watching_tv,227,728,3
train,target,DevNode4_ex227_733.wav,watching_tv,227,733,4
train,target,DevNode1_ex227_738.wav,watching_tv,227,738,1
train,target,DevNode2_ex227_744.wav,watching_tv,227,744,2
train,target,DevNode3_ex227_749.wav,watching_tv,227,749,3
train,target,DevNode4_ex227_754.wav,watching_tv,227,754,4
train,target,DevNode1_ex227_759.wav,watching_tv,227,759,1
train,target,DevNode2_ex227_764.wav,watching_tv,227,764,2
train,target,DevNode3_ex227_769.wav,watching_tv,227,769,3
train,target,DevNode4_ex227_774.wav,watching_tv,227,774,4
train,target,DevNode1_ex227_779.wav,watching_tv,227,779,1
train,target,DevNode2_ex227_785.wav,watching_tv,227,785,2
train,target,DevNode3_ex227_790.wav,watching_tv,227,790,3
train,target,DevNode4_ex227_795.wav,watching_tv,227,795,4
train,target,DevNode1_ex227_800.wav,watching_tv,227,800,1
train,target,DevNode2_ex227_805.wav,watching_tv,227,805,2
train,target,DevNode3_ex227_810.wav,watching_tv,227,810,3
train,target,DevNode4_ex227_815.wav,watching_tv,227,815,4
train,target,DevNode1_ex227_820.wav,watching_tv,227,820,1
train,target,DevNode2_ex227_826.wav,watching_tv,227,826,2
train,target,DevNode3_ex227_831.wav,watching_tv,227,831,3
train,target,DevNode4_ex227_836.wav,watching_tv,227,836,4
train,target,DevNode1_ex227_841.wav,watching_tv,227,841,1
train,target,DevNode2_ex228_1.wav,watching_tv,228,1,2
train,target,DevNode3_ex228_6.wav,watching_tv,228,6,3
train,target,DevNode4_ex228_11.wav,watching_tv,228,11,4
train,target,DevNode1_ex228_16.wav,watching_tv,228,16,1
train,target,DevNode2_ex228_22.wav,watching_tv,228,22,2
train,target,DevNode3_ex228_27.wav,watching_tv,228,27,3
train,target,DevNode4_ex228_32.wav,watching_tv,228,32,4
train,target,DevNode1_ex228_37.wav,watching_tv,228,37,1
train,target,DevNode2_ex228_42.wav,watching_tv,228,42,2
train,target,DevNode3_ex228_47.wav,watching_tv,228,47,3
train,target,DevNode4_ex228_52.wav,watching_tv,228,52,4
train,target,DevNode1_ex228_57.wav,watching_tv,228,57,1
train,target,DevNode2_ex228_63.wav,watching_tv,228,63,2
train,target,DevNode3_ex228_68.wav,watching_tv,228,68,3
train,target,DevNode4_ex228_73.wav,watching_tv,228,73,4
train,target,DevNode1_ex228_78.wav,watching_tv,228,78,1
train,target,DevNode2_ex228_83.wav,watching_tv,228,83,2
train,target,DevNode3_ex228_88.wav,watching_tv,228,88,3
train,target,DevNode4_ex228_93.wav,watching_tv,228,93,4
train,target,DevNode1_ex228_98.wav,watching_tv,228,98,1
train,target,DevNode2_ex228_104.wav,watching_tv,228,104,2
train,target,DevNode3_ex228_109.wav,watching_tv,228,109,3
train,target,DevNode4_ex228_114.wav,watching_tv,228,114,4
train,target,DevNode1_ex228_119.wav,watching_tv,228,119,1
train,target,DevNode2_ex228_124.wav,watching_tv,228,124,2
train,target,DevNode3_ex228_129.wav,watching_tv,228,129,3
train,target,DevNode4_ex228_134.wav,watching_tv,228,134,4
train,target,DevNode1_ex228_139.wav,watching_tv,228,139,1
train,target,DevNode2_ex228_145.wav,watching_tv,228,145,2
train,target,DevNode3_ex228_150.wav,watching_tv,228,150,3
train,target,DevNode4_ex228_155.wav,watching_tv,228,155,4
train,target,DevNode1_ex228_160.wav,watching_tv,228,160,1
train,target,DevNode2_ex228_165.wav,watching_tv,228,165,2
train,target,DevNode3_ex228_170.wav,watching_tv,228,170,3
train,target,DevNode4_ex228_175.wav,watching_tv,228,175,4
train,target,DevNode1_ex228_180.wav,watching_tv,228,180,1
train,target,DevNode2_ex228_186.wav,watching_tv,228,186,2
train,target,DevNode3_ex228_191.wav,watching_tv,228,191,3
train,target,DevNode4_ex228_196.wav,watching_tv,228,196,4
train,target,DevNode1_ex228_201.wav,watching_tv,228,201,1
train,target,DevNode2_ex228_206.wav,watching_tv,228,206,2
train,target,DevNode3_ex228_211.wav,watching_tv,228,211,3
train,target,DevNode4_ex228_216.wav,watching_tv,228,216,4
train,target,DevNode1_ex228_221.wav,watching_tv,228,221,1
train,target,DevNode2_ex228_227.wav,watching_tv,228,227,2
train,target,DevNode3_ex228_232.wav,watching_tv,228,232,3
train,target,DevNode4_ex228_237.wav,watching_tv,228,237,4
train,target,DevNode1_ex228_242.wav,watching_tv,228,242,1
train,target,DevNode2_ex228_247.wav,watching_tv,228,247,2
train,target,DevNode3_ex228_252.wav,watching_tv,228,252,3
train,target,DevNode4_ex228_257.wav,watching_tv,228,257,4
train,target,DevNode1_ex228_262.wav,watching_tv,228,262,1
train,target,DevNode2_ex228_268.wav,watching_tv,228,268,2
train,target,DevNode3_ex228_273.wav,watching_tv,228,273,3
train,target,DevNode4_ex228_278.wav,watching_tv,228,278,4
train,target,DevNode1_ex228_283.wav,watching_tv,228,283,1
train,target,DevNode2_ex228_288.wav,watching_tv,228,288,2
train,target,DevNode3_ex228_293.wav,watching_tv,228,293,3
train,target,DevNode4_ex228_298.wav,watching_tv,228,298,4
train,target,DevNode1_ex228_303.wav,watching_tv,228,303,1
train,target,DevNode2_ex228_309.wav,watching_tv,228,309,2
train,target,DevNode3_ex228_314.wav,watching_tv,228,314,3
train,target,DevNode4_ex228_319.wav,watching_tv,228,319,4
train,target,DevNode1_ex228_324.wav,watching_tv,228,324,1
train,target,DevNode2_ex228_329.wav,watching_tv,228,329,2
train,target,DevNode3_ex228_334.wav,watching_tv,228,334,3
train,target,DevNode4_ex228_339.wav,watching_tv,228,339,4
train,target,DevNode1_ex228_344.wav,watching_tv,228,344,1
train,target,DevNode2_ex228_350.wav,watching_tv,228,350,2
train,target,DevNode3_ex228_355.wav,watching_tv,228,355,3
train,target,DevNode4_ex228_360.wav,watching_tv,228,360,4
train,target,DevNode1_ex228_365.wav,watching_tv,228,365,1
train,target,DevNode2_ex228_370.wav,watching_tv,228,370,2
train,target,DevNode3_ex228_375.wav,watching_tv,228,375,3
train,target,DevNode4_ex228_380.wav,watching_tv,228,380,4
train,target,DevNode1_ex228_385.wav,watching_tv,228,385,1
train,target,DevNode2_ex230_2.wav,watching_tv,230,2,2
train,target,DevNode3_ex230_7.wav,watching_tv,230,7,3
train,target,DevNode4_ex230_12.wav,watching_tv,230,12,4
train,target,DevNode1_ex230_17.wav,watching_tv,230,17,1
train,target,DevNode2_ex230_22.wav,watching_tv,230,22,2
train,target,DevNode3_ex230_27.wav,watching_tv,230,27,3
train,target,DevNode4_ex230_32.wav,watching_tv,230,32,4
train,target,DevNode1_ex230_37.wav,watching_tv,230,37,1
train,target,DevNode2_ex230_43.wav,watching_tv,230,43,2
train,target,DevNode3_ex230_48.wav,watching_tv,230,48,3
train,target,DevNode4_ex230_53.wav,watching_tv,230,53,4
train,target,DevNode1_ex230_58.wav,watching_tv,230,58,1
train,target,DevNode2_ex230_63.wav,watching_tv,230,63,2
train,target,DevNode3_ex230_68.wav,watching_tv,230,68,3
train,target,DevNode4_ex230_73.wav,watching_tv,230,73,4
train,target,DevNode1_ex230_78.wav,watching_tv,230,78,1
train,target,DevNode2_ex230_84.wav,watching_tv,230,84,2
train,target,DevNode3_ex230_89.wav,watching_tv,230,89,3
train,target,DevNode4_ex230_94.wav,watching_tv,230,94,4
train,target,DevNode1_ex230_99.wav,watching_tv,230,99,1
train,target,DevNode2_ex230_104.wav,watching_tv,230,104,2
train,target,DevNode3_ex230_109.wav,watching_tv,230,109,3
train,target,DevNode4_ex230_114.wav,watching_tv,230,114,4
train,target,DevNode1_ex230_119.wav,watching_tv,230,119,1
train,target,DevNode2_ex230_125.wav,watching_tv,230,125,2
train,target,DevNode3_ex230_130.wav,watching_tv,230,130,3
train,target,DevNode4_ex230_135.wav,watching_tv,230,135,4
train,target,DevNode1_ex230_140.wav,watching_tv,230,140,1
train,target,DevNode2_ex230_145.wav,watching_tv,230,145,2
train,target,DevNode3_ex230_150.wav,watching_tv,230,150,3
train,target,DevNode4_ex230_155.wav,watching_tv,230,155,4
train,target,DevNode1_ex230_160.wav,watching_tv,230,160,1
train,target,DevNode2_ex230_166.wav,watching_tv,230,166,2
train,target,DevNode3_ex230_171.wav,watching_tv,230,171,3
train,target,DevNode4_ex230_176.wav,watching_tv,230,176,4
train,target,DevNode1_ex230_181.wav,watching_tv,230,181,1
train,target,DevNode2_ex230_186.wav,watching_tv,230,186,2
train,target,DevNode3_ex230_191.wav,watching_tv,230,191,3
train,target,DevNode4_ex230_196.wav,watching_tv,230,196,4
train,target,DevNode1_ex230_201.wav,watching_tv,230,201,1
train,target,DevNode2_ex230_207.wav,watching_tv,230,207,2
train,target,DevNode3_ex230_212.wav,watching_tv,230,212,3
train,target,DevNode4_ex230_217.wav,watching_tv,230,217,4
train,target,DevNode1_ex230_222.wav,watching_tv,230,222,1
train,target,DevNode2_ex230_227.wav,watching_tv,230,227,2
train,target,DevNode3_ex230_232.wav,watching_tv,230,232,3
train,target,DevNode4_ex230_237.wav,watching_tv,230,237,4
train,target,DevNode1_ex230_242.wav,watching_tv,230,242,1
train,target,DevNode2_ex230_248.wav,watching_tv,230,248,2
train,target,DevNode3_ex230_253.wav,watching_tv,230,253,3
train,target,DevNode4_ex230_258.wav,watching_tv,230,258,4
train,target,DevNode1_ex230_263.wav,watching_tv,230,263,1
train,target,DevNode2_ex230_268.wav,watching_tv,230,268,2
train,target,DevNode3_ex230_273.wav,watching_tv,230,273,3
train,target,DevNode4_ex230_278.wav,watching_tv,230,278,4
train,target,DevNode1_ex230_283.wav,watching_tv,230,283,1
train,target,DevNode2_ex230_289.wav,watching_tv,230,289,2
train,target,DevNode3_ex230_294.wav,watching_tv,230,294,3
train,target,DevNode4_ex230_299.wav,watching_tv,230,299,4
train,target,DevNode1_ex230_304.wav,watching_tv,230,304,1
train,target,DevNode2_ex230_309.wav,watching_tv,230,309,2
train,target,DevNode3_ex230_314.wav,watching_tv,230,314,3
train,target,DevNode4_ex230_319.wav,watching_tv,230,319,4
train,target,DevNode1_ex230_324.wav,watching_tv,230,324,1
train,target,DevNode2_ex230_330.wav,watching_tv,230,330,2
train,target,DevNode3_ex230_335.wav,watching_tv,230,335,3
train,target,DevNode4_ex230_340.wav,watching_tv,230,340,4
train,target,DevNode1_ex230_345.wav,watching_tv,230,345,1
train,target,DevNode2_ex230_350.wav,watching_tv,230,350,2
train,target,DevNode3_ex230_355.wav,watching_tv,230,355,3
train,target,DevNode4_ex230_360.wav,watching_tv,230,360,4
train,target,DevNode1_ex230_365.wav,watching_tv,230,365,1
train,target,DevNode2_ex230_371.wav,watching_tv,230,371,2
train,target,DevNode3_ex230_376.wav,watching_tv,230,376,3
train,target,DevNode4_ex230_381.wav,watching_tv,230,381,4
train,target,DevNode1_ex230_386.wav,watching_tv,230,386,1
train,target,DevNode2_ex230_391.wav,watching_tv,230,391,2
train,target,DevNode3_ex230_396.wav,watching_tv,230,396,3
train,target,DevNode4_ex230_401.wav,watching_tv,230,401,4
train,target,DevNode1_ex230_406.wav,watching_tv,230,406,1
train,target,DevNode2_ex230_412.wav,watching_tv,230,412,2
train,target,DevNode3_ex230_417.wav,watching_tv,230,417,3
train,target,DevNode4_ex230_422.wav,watching_tv,230,422,4
train,target,DevNode1_ex230_427.wav,watching_tv,230,427,1
train,target,DevNode2_ex230_432.wav,watching_tv,230,432,2
train,target,DevNode3_ex230_437.wav,watching_tv,230,437,3
train,target,DevNode4_ex230_442.wav,watching_tv,230,442,4
train,target,DevNode1_ex230_447.wav,watching_tv,230,447,1
train,target,DevNode2_ex230_452.wav,watching_tv,230,452,2
train,target,DevNode3_ex230_458.wav,watching_tv,230,458,3
train,target,DevNode4_ex230_463.wav,watching_tv,230,463,4
train,target,DevNode1_ex230_468.wav,watching_tv,230,468,1
train,target,DevNode2_ex230_473.wav,watching_tv,230,473,2
train,target,DevNode3_ex230_478.wav,watching_tv,230,478,3
train,target,DevNode4_ex230_483.wav,watching_tv,230,483,4
train,target,DevNode1_ex230_488.wav,watching_tv,230,488,1
train,target,DevNode2_ex230_493.wav,watching_tv,230,493,2
train,target,DevNode3_ex230_499.wav,watching_tv,230,499,3
train,target,DevNode4_ex230_504.wav,watching_tv,230,504,4
train,target,DevNode1_ex230_509.wav,watching_tv,230,509,1
train,target,DevNode2_ex230_514.wav,watching_tv,230,514,2
train,target,DevNode3_ex230_519.wav,watching_tv,230,519,3
train,target,DevNode4_ex230_524.wav,watching_tv,230,524,4
train,target,DevNode1_ex230_529.wav,watching_tv,230,529,1
train,target,DevNode2_ex230_534.wav,watching_tv,230,534,2
train,target,DevNode3_ex230_540.wav,watching_tv,230,540,3
train,target,DevNode4_ex230_545.wav,watching_tv,230,545,4
train,target,DevNode1_ex230_550.wav,watching_tv,230,550,1
train,target,DevNode2_ex230_555.wav,watching_tv,230,555,2
train,target,DevNode3_ex230_560.wav,watching_tv,230,560,3
train,target,DevNode4_ex230_565.wav,watching_tv,230,565,4
train,target,DevNode1_ex230_570.wav,watching_tv,230,570,1
train,target,DevNode2_ex230_575.wav,watching_tv,230,575,2
train,target,DevNode3_ex230_581.wav,watching_tv,230,581,3
train,target,DevNode4_ex230_586.wav,watching_tv,230,586,4
train,target,DevNode1_ex230_591.wav,watching_tv,230,591,1
train,target,DevNode2_ex230_596.wav,watching_tv,230,596,2
train,target,DevNode3_ex230_601.wav,watching_tv,230,601,3
train,target,DevNode4_ex230_606.wav,watching_tv,230,606,4
train,target,DevNode1_ex230_611.wav,watching_tv,230,611,1
train,target,DevNode2_ex230_616.wav,watching_tv,230,616,2
train,target,DevNode3_ex230_622.wav,watching_tv,230,622,3
train,target,DevNode4_ex230_627.wav,watching_tv,230,627,4
train,target,DevNode1_ex230_632.wav,watching_tv,230,632,1
train,target,DevNode2_ex230_637.wav,watching_tv,230,637,2
train,target,DevNode3_ex230_642.wav,watching_tv,230,642,3
train,target,DevNode4_ex230_647.wav,watching_tv,230,647,4
train,target,DevNode1_ex230_652.wav,watching_tv,230,652,1
train,target,DevNode2_ex230_657.wav,watching_tv,230,657,2
train,target,DevNode3_ex230_663.wav,watching_tv,230,663,3
train,target,DevNode4_ex230_668.wav,watching_tv,230,668,4
train,target,DevNode1_ex230_673.wav,watching_tv,230,673,1
train,target,DevNode2_ex230_678.wav,watching_tv,230,678,2
train,target,DevNode3_ex230_683.wav,watching_tv,230,683,3
train,target,DevNode4_ex230_688.wav,watching_tv,230,688,4
train,target,DevNode1_ex230_693.wav,watching_tv,230,693,1
train,target,DevNode2_ex230_698.wav,watching_tv,230,698,2
train,target,DevNode3_ex234_4.wav,watching_tv,234,4,3
train,target,DevNode4_ex234_9.wav,watching_tv,234,9,4
train,target,DevNode1_ex234_14.wav,watching_tv,234,14,1
train,target,DevNode2_ex234_19.wav,watching_tv,234,19,2
train,target,DevNode3_ex234_24.wav,watching_tv,234,24,3
train,target,DevNode4_ex234_29.wav,watching_tv,234,29,4
train,target,DevNode1_ex234_34.wav,watching_tv,234,34,1
train,target,DevNode2_ex234_39.wav,watching_tv,234,39,2
train,target,DevNode3_ex234_45.wav,watching_tv,234,45,3
train,target,DevNode4_ex234_50.wav,watching_tv,234,50,4
train,target,DevNode1_ex234_55.wav,watching_tv,234,55,1
train,target,DevNode2_ex234_60.wav,watching_tv,234,60,2
train,target,DevNode3_ex234_65.wav,watching_tv,234,65,3
train,target,DevNode4_ex234_70.wav,watching_tv,234,70,4
train,target,DevNode1_ex234_75.wav,watching_tv,234,75,1
train,target,DevNode2_ex234_80.wav,watching_tv,234,80,2
train,target,DevNode3_ex234_86.wav,watching_tv,234,86,3
train,target,DevNode4_ex234_91.wav,watching_tv,234,91,4
train,target,DevNode1_ex234_96.wav,watching_tv,234,96,1
train,target,DevNode2_ex234_101.wav,watching_tv,234,101,2
train,target,DevNode3_ex234_106.wav,watching_tv,234,106,3
train,target,DevNode4_ex234_111.wav,watching_tv,234,111,4
train,target,DevNode1_ex234_116.wav,watching_tv,234,116,1
train,target,DevNode2_ex234_121.wav,watching_tv,234,121,2
train,target,DevNode3_ex234_127.wav,watching_tv,234,127,3
train,target,DevNode4_ex234_132.wav,watching_tv,234,132,4
train,target,DevNode1_ex234_137.wav,watching_tv,234,137,1
train,target,DevNode2_ex234_142.wav,watching_tv,234,142,2
train,target,DevNode3_ex234_147.wav,watching_tv,234,147,3
train,target,DevNode4_ex234_152.wav,watching_tv,234,152,4
train,target,DevNode1_ex234_157.wav,watching_tv,234,157,1
train,target,DevNode2_ex234_162.wav,watching_tv,234,162,2
train,target,DevNode3_ex234_168.wav,watching_tv,234,168,3
train,target,DevNode4_ex234_173.wav,watching_tv,234,173,4
train,target,DevNode1_ex234_178.wav,watching_tv,234,178,1
train,target,DevNode2_ex234_183.wav,watching_tv,234,183,2
train,target,DevNode3_ex234_188.wav,watching_tv,234,188,3
train,target,DevNode4_ex234_193.wav,watching_tv,234,193,4
train,target,DevNode1_ex234_198.wav,watching_tv,234,198,1
train,target,DevNode2_ex234_203.wav,watching_tv,234,203,2
train,target,DevNode3_ex234_209.wav,watching_tv,234,209,3
train,target,DevNode4_ex234_214.wav,watching_tv,234,214,4
train,target,DevNode1_ex234_219.wav,watching_tv,234,219,1
train,target,DevNode2_ex234_224.wav,watching_tv,234,224,2
train,target,DevNode3_ex234_229.wav,watching_tv,234,229,3
train,target,DevNode4_ex234_234.wav,watching_tv,234,234,4
train,target,DevNode1_ex234_239.wav,watching_tv,234,239,1
train,target,DevNode2_ex234_244.wav,watching_tv,234,244,2
train,target,DevNode3_ex234_250.wav,watching_tv,234,250,3
train,target,DevNode4_ex234_255.wav,watching_tv,234,255,4
train,target,DevNode1_ex234_260.wav,watching_tv,234,260,1
train,target,DevNode2_ex234_265.wav,watching_tv,234,265,2
train,target,DevNode3_ex234_270.wav,watching_tv,234,270,3
train,target,DevNode4_ex234_275.wav,watching_tv,234,275,4
train,target,DevNode1_ex234_280.wav,watching_tv,234,280,1
train,target,DevNode2_ex234_285.wav,watching_tv,234,285,2
train,target,DevNode3_ex234_291.wav,watching_tv,234,291,3
train,target,DevNode4_ex234_296.wav,watching_tv,234,296,4
train,target,DevNode1_ex234_301.wav,watching_tv,234,301,1
train,target,DevNode2_ex234_306.wav,watching_tv,234,306,2
train,target,DevNode3_ex234_311.wav,watching_tv,234,311,3
train,target,DevNode4_ex234_316.wav,watching_tv,234,316,4
train,target,DevNode1_ex234_321.wav,watching_tv,234,321,1
train,target,DevNode2_ex234_326.wav,watching_tv,234,326,2
train,target,DevNode3_ex234_332.wav,watching_tv,234,332,3
train,target,DevNode4_ex234_337.wav,watching_tv,234,337,4
train,target,DevNode1_ex234_342.wav,watching_tv,234,342,1
train,target,DevNode2_ex234_347.wav,watching_tv,234,347,2
train,target,DevNode3_ex234_352.wav,watching_tv,234,352,3
train,target,DevNode4_ex234_357.wav,watching_tv,234,357,4
train,target,DevNode1_ex234_362.wav,watching_tv,234,362,1
train,target,DevNode2_ex234_367.wav,watching_tv,234,367,2
